#Table: III/159A/catalog.dat (cdsarc.u-strasbg.fr)
#---------------------------------------------------------------------------------------------------------------------------------------------------------------
#          |    |      |      |      |      |      |        |        |          |          |                   |                 |r|      |      |       |
#          |    |      |      |      |      |      |        |        |          |          |                   |                 |P|      |      |       |
#          |    |      |      |      |     e|      |        |        |          |          |                   |                 |o|      |      |       |
#Star      |Nobs|  Smin|  Smax| Smean|_Smean|   sdS|    Wmin|   Wmean|Date1     |Date2     |SName              |   RAdeg    DEdeg|s|  Bmag|  Vmag|   ASCC|   HIP
#----------|----|------|------|------|------|------|--------|--------|----------|----------|-------------------|-----------------|-|------|------|-------|------
Ori  2314 |   1|0.6233|0.6233|0.6233|0.0000|  0.00|  1694.4|  1694.4| 2/ 2/1978| 2/ 2/1978|Parenago 2314      |084.0261 -04.4258|A| 6.995| 7.134|1198687|
Ple    25 |   1|0.2617|0.2617|0.2617|0.0000|  0.00|   724.8|   724.8|23/10/1979|23/10/1979|Cl Melotte 22 25   |055.7296 +24.4932|A| 9.910| 9.473| 747991|
Ple    25 |   1|0.1865|0.1865|0.1865|0.0000|  0.00|   931.3|   931.3|26/ 1/1979|26/ 1/1979|Cl Melotte 22 25   |055.7296 +24.4932|A| 9.910| 9.473| 747991|
Ple   129 |   1|0.5248|0.5248|0.5248|0.0000|  0.00|   185.2|   185.2|13/11/1979|13/11/1979|Cl Melotte 22 129  |055.8933 +23.7620|A|12.449|11.860| 748016|
Ple   164 |   1|0.3524|0.3524|0.3524|0.0000|  0.00|   750.1|   750.1|23/10/1979|23/10/1979|Cl Melotte 22 164  |055.9286 +23.5949|A|10.075| 9.558| 748026|
Ple   164 |   1|0.3020|0.3020|0.3020|0.0000|  0.00|  1128.8|  1128.8|26/ 1/1979|26/ 1/1979|Cl Melotte 22 164  |055.9286 +23.5949|A|10.075| 9.558| 748026|
Ple   233 |   1|0.2355|0.2355|0.2355|0.0000|  0.00|   451.4|   451.4|23/10/1979|23/10/1979|Cl Melotte 22 233  |055.9950 +23.8828|A|10.263| 9.647| 748039|
Ple   233 |   1|0.1470|0.1470|0.1470|0.0000|  0.00|   457.6|   457.6|26/ 1/1979|26/ 1/1979|Cl Melotte 22 233  |055.9950 +23.8828|A|10.263| 9.647| 748039|
Ple   405 |   2|0.2503|0.3168|0.2835|0.0470| 16.58|  1021.8|  1592.8|12/12/1978|26/ 1/1979|Cl Melotte 22 405  |056.1698 +24.8186|A|10.370| 9.875| 748073|
Ple   405 |   1|0.3725|0.3725|0.3725|0.0000|  0.00|   551.4|   551.4|23/10/1979|23/10/1979|Cl Melotte 22 405  |056.1698 +24.8186|A|10.370| 9.875| 748073|
Ple   489 |   1|0.3817|0.3817|0.3817|0.0000|  0.00|   366.1|   366.1|23/10/1979|23/10/1979|Cl Melotte 22 489  |056.2349 +24.4327|A|      |10.569| 748083|
Ple   489 |   1|0.3660|0.3660|0.3660|0.0000|  0.00|   606.3|   606.3|26/ 1/1979|26/ 1/1979|Cl Melotte 22 489  |056.2349 +24.4327|A|      |10.569| 748083|
Ple   530 |   1|0.2002|0.2002|0.2002|0.0000|  0.00|   793.9|   793.9|23/10/1979|23/10/1979|Cl Melotte 22 530  |056.2720 +23.7028|A| 9.356| 8.943| 748088|
Ple   530 |   6|0.1837|0.2088|0.1978|0.0098|  4.97|   596.3|   761.7|16/ 2/1983|17/ 2/1983|Cl Melotte 22 530  |056.2720 +23.7028|A| 9.356| 8.943| 748088|
Ple   605 |   1|0.2599|0.2599|0.2599|0.0000|  0.00|   840.0|   840.0|23/10/1979|23/10/1979|Cl Melotte 22 605  |056.3369 +24.9222|A| 9.509| 8.998| 748104|
Ple   708 |   1|0.3367|0.3367|0.3367|0.0000|  0.00|   423.4|   423.4|23/10/1979|23/10/1979|Cl Melotte 22 708  |056.3975 +24.0833|A|10.863|10.312| 748121|
Ple   708 |   1|0.3536|0.3536|0.3536|0.0000|  0.00|   692.0|   692.0|26/ 1/1979|26/ 1/1979|Cl Melotte 22 708  |056.3975 +24.0833|A|10.863|10.312| 748121|
Ple   727 |   1|3.1680|3.1680|3.1680|0.0000|  0.00|   676.1|   676.1|22/ 7/1977|22/ 7/1977|Cl Melotte 22 727  |056.4173 +24.6274|A|10.659| 9.859| 748129|
Ple   727 |   2|0.2772|0.3850|0.3311|0.0762| 23.02|  1182.6|  3819.2|12/12/1978|26/ 1/1979|Cl Melotte 22 727  |056.4173 +24.6274|A|10.659| 9.859| 748129|
Ple   727 |   1|0.4085|0.4085|0.4085|0.0000|  0.00|   617.0|   617.0|23/10/1979|23/10/1979|Cl Melotte 22 727  |056.4173 +24.6274|A|10.659| 9.859| 748129|
Ple   745 |   1|0.2773|0.2773|0.2773|0.0000|  0.00|   640.7|   640.7|23/10/1979|23/10/1979|Cl Melotte 22 745  |056.4224 +24.2887|A| 9.953| 9.870| 748130|
Ple   923 |   1|0.4431|0.4431|0.4431|0.0000|  0.00|   366.9|   366.9|23/10/1979|23/10/1979|Cl Melotte 22 923  |056.5418 +23.3401|A|10.783|10.092| 748152|
Ple   923 |   1|0.4612|0.4612|0.4612|0.0000|  0.00|   884.8|   884.8|26/ 1/1979|26/ 1/1979|Cl Melotte 22 923  |056.5418 +23.3401|A|10.783|10.092| 748152|
Ple   996 |   2|0.4509|0.4749|0.4629|0.0170|  3.67|   651.3|  1535.9|12/12/1978|26/ 1/1979|Cl Melotte 22 996  |056.5944 +24.5702|A|11.461|10.822| 748167|
Ple   996 |   1|0.4139|0.4139|0.4139|0.0000|  0.00|   360.6|   360.6|23/10/1979|23/10/1979|Cl Melotte 22 996  |056.5944 +24.5702|A|11.461|10.822| 748167|
Ple  1117 |   1|0.1774|0.1774|0.1774|0.0000|  0.00|  1933.1|  1933.1|12/12/1978|12/12/1978|Cl Melotte 22 1117 |056.6569 +23.7878|A|10.795|10.087| 748179|
Ple  1117 |   1|0.3919|0.3919|0.3919|0.0000|  0.00|   300.6|   300.6|23/10/1979|23/10/1979|Cl Melotte 22 1117 |056.6569 +23.7878|A|10.795|10.087| 748179|
Ple  1122 |   1|0.2811|0.2811|0.2811|0.0000|  0.00|  1090.6|  1090.6|24/10/1979|24/10/1979|Cl Melotte 22 1122 |056.6638 +24.1033|A|10.063| 9.711| 748183|
Ple  1139 |   1|0.2240|0.2240|0.2240|0.0000|  0.00|   838.1|   838.1|24/10/1979|24/10/1979|Cl Melotte 22 1139 |056.6666 +23.1104|A| 9.909| 9.382| 748184|
Ple  1207 |   1|0.4515|0.4515|0.4515|0.0000|  0.00|   621.4|   621.4|24/10/1979|24/10/1979|Cl Melotte 22 1207 |056.7288 +24.7965|A|11.246|10.486| 748199|
Ple  1215 |   1|0.4293|0.4293|0.4293|0.0000|  0.00|   601.2|   601.2|24/10/1979|24/10/1979|Cl Melotte 22 1215 |056.7239 +23.5837|A|11.145|10.437| 748197|
Ple  1309 |   1|0.3592|0.3592|0.3592|0.0000|  0.00|  1148.0|  1148.0|24/10/1979|24/10/1979|Cl Melotte 22 1309 |056.7918 +24.2768|A| 9.869| 9.392| 748220|
Ple  1613 |   1|0.3077|0.3077|0.3077|0.0000|  0.00|   583.0|   583.0|24/10/1979|24/10/1979|Cl Melotte 22 1613 |056.9688 +23.9413|A|      |10.273| 748268|
Ple  1726 |   2|0.2750|0.2938|0.2844|0.0133|  4.67|   799.7|   921.8|23/10/1979|24/10/1979|Cl Melotte 22 1726 |057.0299 +24.1422|A| 9.863| 9.631| 748280|
Ple  1766 |   1|0.4945|0.4945|0.4945|0.0000|  0.00|   504.0|   504.0|22/ 7/1977|22/ 7/1977|Cl Melotte 22 1766 |057.0703 +25.2152|A| 9.668| 9.208| 657596|
Ple  1766 |   1|0.2248|0.2248|0.2248|0.0000|  0.00|  1307.6|  1307.6|13/11/1979|13/11/1979|Cl Melotte 22 1766 |057.0703 +25.2152|A| 9.668| 9.208| 657596|
Ple  1766 |   3|0.2289|0.2348|0.2324|0.0031|  1.33|   435.6|   529.5|17/ 2/1983|17/ 2/1983|Cl Melotte 22 1766 |057.0703 +25.2152|A| 9.668| 9.208| 657596|
Ple  1797 |   1|0.3467|0.3467|0.3467|0.0000|  0.00|   902.5|   902.5|13/11/1979|13/11/1979|Cl Melotte 22 1797 |057.0704 +23.6369|A|10.813|10.330| 748294|
Ple  1856 |   1|0.3202|0.3202|0.3202|0.0000|  0.00|   783.1|   783.1|13/11/1979|13/11/1979|Cl Melotte 22 1856 |057.1090 +24.0485|A|10.678|10.145| 748303|
Ple  2027 |   1|0.2574|0.2574|0.2574|0.0000|  0.00|   120.0|   120.0|23/10/1979|23/10/1979|Cl Melotte 22 2027 |057.2040 +24.2674|U|      |      |       |
Ple  2106 |   1|0.5346|0.5346|0.5346|0.0000|  0.00|   108.8|   108.8|23/10/1979|23/10/1979|Cl Melotte 22 2106 |057.2437 +23.2012|U|      |      |       |
Ple  2106 |   1|0.9419|0.9419|0.9419|0.0000|  0.00|   478.1|   478.1|26/ 1/1979|26/ 1/1979|Cl Melotte 22 2106 |057.2437 +23.2012|U|      |      |       |
Ple  2126 |   1|0.6037|0.6037|0.6037|0.0000|  0.00|   118.8|   118.8|23/10/1979|23/10/1979|Cl Melotte 22 2126 |057.2597 +23.2524|U|      |      |       |
Ple  2126 |   1|1.0404|1.0404|1.0404|0.0000|  0.00|   522.6|   522.6|26/ 1/1979|26/ 1/1979|Cl Melotte 22 2126 |057.2597 +23.2524|U|      |      |       |
Ple  2147 |   1|0.4020|0.4020|0.4020|0.0000|  0.00|  5174.7|  5174.7|12/12/1978|12/12/1978|Cl Melotte 22 2147 |057.2755 +23.7814|A|      |10.867| 748326|
Ple  2147 |   1|1.1886|1.1886|1.1886|0.0000|  0.00|   481.1|   481.1|23/10/1979|23/10/1979|Cl Melotte 22 2147 |057.2755 +23.7814|A|      |10.867| 748326|
Ple  2345 |   1|0.3276|0.3276|0.3276|0.0000|  0.00|  1383.7|  1383.7|13/11/1979|13/11/1979|Cl Melotte 22 2345 |057.3863 +23.3805|A| 9.571| 9.112| 748349|
Ple  2345 |   3|0.3008|0.3078|0.3032|0.0040|  1.31|  1230.0|  1242.9|17/ 2/1983|17/ 2/1983|Cl Melotte 22 2345 |057.3863 +23.3805|A| 9.571| 9.112| 748349|
Prae   32 |   1|0.3845|0.3845|0.3845|0.0000|  0.00|   186.8|   186.8|26/ 1/1979|26/ 1/1979|Cl* NGC 2632 KW 32 |129.3649 +19.6176|A|12.257|11.527| 859731|
Prae   58 |   1|0.4416|0.4416|0.4416|0.0000|  0.00|   547.7|   547.7|26/ 1/1979|26/ 1/1979|Cl* NGC 2632 KW 58 |129.4671 +19.9872|A|11.962|11.542| 859764|
Prae  127 |   1|0.2570|0.2570|0.2570|0.0000|  0.00|   190.2|   190.2|26/ 1/1979|26/ 1/1979|Cl* NGC 2632 KW 127|129.7085 +20.0677|A|11.201|10.605| 771428|
Prae  162 |   1|0.3104|0.3104|0.3104|0.0000|  0.00|   593.8|   593.8|26/ 1/1979|26/ 1/1979|Cl* NGC 2632 KW 162|129.8008 +19.1156|A|11.120|10.746| 859854|
Prae  217 |   1|0.2763|0.2763|0.2763|0.0000|  0.00|   392.6|   392.6|29/ 1/1979|29/ 1/1979|Cl* NGC 2632 KW 217|129.9682 +19.3127|A|11.022|10.509| 859895|
Prae  238 |   1|0.3648|0.3648|0.3648|0.0000|  0.00|  2657.0|  2657.0|26/ 1/1979|26/ 1/1979|Cl* NGC 2632 KW 238|130.0027 +19.8066|A|10.742|10.069| 859903|
Prae  246 |   1|0.7765|0.7765|0.7765|0.0000|  0.00|   444.4|   444.4|26/ 1/1979|26/ 1/1979|Cl* NGC 2632 KW 246|130.0173 +19.7845|U|      |      |       |
Prae  250 |   1|0.2156|0.2156|0.2156|0.0000|  0.00|  2561.6|  2561.6|26/ 1/1979|26/ 1/1979|Cl* NGC 2632 KW 250|130.0205 +19.7293|A|10.335| 9.792| 859906|
Prae  301 |   1|0.4098|0.4098|0.4098|0.0000|  0.00|   627.7|   627.7|26/ 1/1979|26/ 1/1979|Cl* NGC 2632 KW 301|130.1145 +19.2780|A|11.948|11.465| 859934|
Wly     2 |   1|1.6728|1.6728|1.6728|0.0000|  0.00|   473.8|   473.8|28/ 9/1978|28/ 9/1978|GJ 2               |001.2923 +45.7869|A|11.418| 9.954| 296817|   428
Wly     2 |   1|2.6046|2.6046|2.6046|0.0000|  0.00|   783.5|   783.5|14/11/1979|14/11/1979|GJ 2               |001.2923 +45.7869|A|11.418| 9.954| 296817|   428
Wly     4B|   1|1.7861|1.7861|1.7861|0.0000|  0.00|   575.8|   575.8|29/ 9/1978|29/ 9/1978|GJ 4B              |001.4179 +45.8108|A|10.375| 8.968| 296852|   473
Wly     4B|   2|2.1356|2.2427|2.1892|0.0757|  3.46|   929.1|   951.4|14/11/1979|14/11/1979|GJ 4B              |001.4179 +45.8108|A|10.375| 8.968| 296852|   473
Wly    14 |   2|1.7758|1.9177|1.8468|0.1003|  5.43|   653.6|  1064.0|28/ 9/1978|26/10/1978|GJ 14              |004.2747 +40.9481|A|10.349| 8.990| 373491|  1368
Wly    14 |   2|2.1965|2.2670|2.2318|0.0499|  2.23|  1139.6|  1141.1|14/11/1979|17/12/1979|GJ 14              |004.2747 +40.9481|A|10.349| 8.990| 373491|  1368
Wly    15B|   1|0.6130|0.6130|0.6130|0.0000|  0.00|  2929.0|  2929.0|26/10/1978|26/10/1978|GJ 15B             |004.5979 +44.0265|A|12.813|11.118| 373580|
Wly    15B|   2|0.7586|3.1634|1.9610|1.7005| 86.71|   297.3|   596.7|24/10/1979|24/10/1979|GJ 15B             |004.5979 +44.0265|A|12.813|11.118| 373580|
Wly    22A|   1|0.6054|0.6054|0.6054|0.0000|  0.00|   132.6|   132.6|26/10/1978|26/10/1978|GJ 22A             |008.1117 +67.2362|A|11.798|10.466|  67256|  2552
Wly    22A|   2|0.8458|0.8772|0.8615|0.0222|  2.58|   181.6|   188.4|24/10/1979|14/11/1979|GJ 22A             |008.1117 +67.2362|A|11.798|10.466|  67256|  2552
Wly    30 |   1|0.5722|0.5722|0.5722|0.0000|  0.00|  1812.2|  1812.2|15/11/1978|15/11/1978|GJ 30              |010.8875 +33.8454|A| 9.845| 8.731| 550387|  3418
Wly    30 |   1|0.6624|0.6624|0.6624|0.0000|  0.00|   383.1|   383.1|24/11/1979|24/11/1979|GJ 30              |010.8875 +33.8454|A| 9.845| 8.731| 550387|  3418
Wly    34B|   2|0.9773|1.2736|1.1255|0.2095| 18.62|  1585.3|  2100.0|30/ 8/1978|29/ 9/1978|GJ 34B             |012.2665 +57.8189|A|      | 7.357| 159210|  3821
Wly    34B|   1|1.4878|1.4878|1.4878|0.0000|  0.00|  1528.5|  1528.5|14/11/1979|14/11/1979|GJ 34B             |012.2665 +57.8189|A|      | 7.357| 159210|  3821
Wly    38 |   3|0.4794|0.7959|0.6010|0.1705| 28.37|   164.2|   177.1|30/ 8/1978|29/ 9/1978|GJ 38              |012.8671 +58.3010|A|12.019|10.649| 159491|  4012
Wly    38 |   1|0.7674|0.7674|0.7674|0.0000|  0.00|   255.6|   255.6|24/10/1979|24/10/1979|GJ 38              |012.8671 +58.3010|A|12.019|10.649| 159491|  4012
Wly    47 |   1|1.2566|1.2566|1.2566|0.0000|  0.00|   133.2|   133.2|30/ 8/1978|30/ 8/1978|GJ 47              |015.3318 +61.3677|A|12.258|10.865| 105358|
Wly    48 |   1|0.8615|0.8615|0.8615|0.0000|  0.00|   541.8|   541.8|15/11/1979|15/11/1979|GJ 48              |015.6208 +71.6807|A|11.466| 9.990|   3719|  4856
Wly    49 |   2|2.0979|2.6726|2.3853|0.4064| 17.04|   755.7|   943.3| 1/ 9/1978|25/10/1978|GJ 49              |015.6581 +62.3448|A|11.036| 9.576| 105461|  4872
Wly    52 |   1|1.0716|1.0716|1.0716|0.0000|  0.00|  1122.6|  1122.6|15/11/1979|15/11/1979|GJ 52              |016.7756 +63.9406|A|10.284| 9.011| 105791|  5247
Wly    70 |   1|1.1418|1.1418|1.1418|0.0000|  0.00|   213.2|   213.2|14/11/1978|14/11/1978|GJ 70              |025.8351 +04.3235|A|12.451|10.942|1096744|  8051
Wly    87 |   1|0.4107|0.4107|0.4107|0.0000|  0.00|   271.5|   271.5|14/11/1978|14/11/1978|GJ 87              |033.0917 +03.5801|A|11.469|10.030|1097818| 10279
Wly    87 |   2|0.5515|0.6865|0.6190|0.0955| 15.42|   112.0|   211.1|24/10/1979|25/11/1979|GJ 87              |033.0917 +03.5801|A|11.469|10.030|1097818| 10279
Wly   107B|   2|1.3021|1.6747|1.4884|0.2635| 17.70|   390.5|   714.8|27/ 9/1978|25/10/1978|GJ 107B            |041.0487 +49.2287|A| 4.618| 4.100| 308753| 12777
Wly   107B|   1|1.7328|1.7328|1.7328|0.0000|  0.00|   713.6|   713.6|17/12/1979|17/12/1979|GJ 107B            |041.0487 +49.2287|A| 4.618| 4.100| 308753| 12777
Wly   109 |   1|0.9449|0.9449|0.9449|0.0000|  0.00|   348.0|   348.0|14/11/1978|14/11/1978|GJ 109             |041.0623 +25.5242|A|12.270|10.545| 654779| 12781
Wly   116 |   1|0.7895|0.7895|0.7895|0.0000|  0.00|  1159.9|  1159.9|15/11/1978|15/11/1978|GJ 116             |043.0268 +34.3918|A|10.929| 9.582| 557532| 13375
Wly   122 |   1|1.2525|1.2525|1.2525|0.0000|  0.00|   946.3|   946.3|26/10/1978|26/10/1978|GJ 122             |047.2667 +76.0423|A|11.139| 9.818|  10302| 14633
Wly   125 |   2|1.6503|1.7699|1.7101|0.0846|  4.95|   455.0|   665.3|28/ 9/1978|25/10/1978|GJ 125             |047.3798 +45.7337|A|11.595|10.106| 310452| 14669
Wly   148 |   1|1.4658|1.4658|1.4658|0.0000|  0.00|  1208.8|  1208.8|15/11/1978|15/11/1978|GJ 148             |055.2939 +03.6120|A|10.963| 9.606|1101132| 17207
Wly   154 |   1|2.2649|2.2649|2.2649|0.0000|  0.00|  1966.6|  1966.6|15/11/1978|15/11/1978|GJ 154             |056.5829 +26.2160|A|11.040| 9.603| 657473| 17609
Wly   166C|   1|6.5881|6.5881|6.5881|0.0000|  0.00|   601.9|   601.9|15/11/1978|15/11/1978|GJ 166C            |063.8408 -07.6581|U|      |      |       |
Wly   168 |   1|0.9313|0.9313|0.9313|0.0000|  0.00|   466.4|   466.4|27/ 9/1978|27/ 9/1978|GJ 168             |065.3996 +48.3370|A|10.790| 9.619| 314474| 20359
Wly   168 |   1|0.7388|0.7388|0.7388|0.0000|  0.00|   210.9|   210.9|10/ 2/1980|10/ 2/1980|GJ 168             |065.3996 +48.3370|A|10.790| 9.619| 314474| 20359
Wly   181 |   3|2.0344|4.3250|2.8768|1.2597| 43.79|   459.3|  1864.3|27/ 9/1978|25/10/1978|GJ 181             |074.7103 +49.8496|A|11.212| 9.797| 316027| 23147
Wly   182 |   1|7.1681|7.1681|7.1681|0.0000|  0.00|   538.4|   538.4|14/11/1978|14/11/1978|GJ 182             |074.8950 +01.7838|A|11.440|10.054|1104918| 23200
Wly   184 |   1|1.3145|1.3145|1.3145|0.0000|  0.00|  1796.1|  1796.1|26/10/1978|26/10/1978|GJ 184             |075.8443 +53.1322|A|11.346| 9.964| 245062| 23518
Wly   184 |   1|0.6772|0.6772|0.6772|0.0000|  0.00|   154.3|   154.3|10/ 2/1980|10/ 2/1980|GJ 184             |075.8443 +53.1322|A|11.346| 9.964| 245062| 23518
Wly   195A|   2|2.6433|2.7002|2.6718|0.0402|  1.51|   576.1|   701.8|25/10/1978|12/11/1978|GJ 195A            |079.3487 +45.8407|A|11.163|      | 317074|
Wly   208 |   2|2.5445|2.7064|2.6255|0.1145|  4.36|   631.5|   859.1|14/11/1978|29/ 1/1979|GJ 208             |084.1291 +11.3280|A|10.276| 8.867| 924754| 26335
Wly   212 |   2|2.1695|2.2269|2.1982|0.0406|  1.85|   297.5|   788.0|28/ 9/1978|25/10/1978|GJ 212             |085.3780 +53.4911|A|11.247| 9.749| 246599| 26801
Wly   228A|   1|0.5821|0.5821|0.5821|0.0000|  0.00|   103.0|   103.0|23/11/1979|23/11/1979|GJ 228A            |092.7282 +10.3203|A|11.847|10.406| 929100| 29316
Wly   239 |   1|1.1439|1.1439|1.1439|0.0000|  0.00|  1494.0|  1494.0|15/11/1978|15/11/1978|GJ 239             |099.2969 +17.5640|A|11.110| 9.627| 848699| 31635
Wly   239 |   2|0.7876|1.1485|0.9681|0.2552| 26.36|   247.3|   551.4|14/11/1979|23/11/1979|GJ 239             |099.2969 +17.5640|A|11.110| 9.627| 848699| 31635
Wly   251 |   2|0.7705|0.7898|0.7801|0.0136|  1.75|   308.7|   361.5|23/10/1979|14/11/1979|GJ 251             |103.7061 +33.2691|A|11.483| 9.968| 574333| 33226
Wly   265A|   1|0.5737|0.5737|0.5737|0.0000|  0.00|   209.9|   209.9|15/11/1979|15/11/1979|GJ 265A            |106.4261 +27.4711|A|11.480|10.146| 671827| 34222
Wly   270 |   2|2.0733|2.4374|2.2554|0.2575| 11.42|   246.1|   255.9|24/11/1979| 9/ 2/1980|GJ 270             |109.8791 +32.8309|A|11.440|10.037| 576315| 35495
Wly   271B|   2|0.4321|0.5336|0.4828|0.0718| 14.86|   804.4|   954.6|23/10/1979|23/11/1979|GJ 271B            |110.0308 +21.9823|A| 3.896| 3.533| 766247| 35550
Wly   273 |   2|0.6601|1.0409|0.8505|0.2693| 31.66|   183.9|   226.5|23/11/1979| 9/ 2/1980|GJ 273             |111.8507 +05.2348|A|11.410| 9.854|1029189| 36208
Wly   277B|   1|4.8243|4.8243|4.8243|0.0000|  0.00|   325.8|   325.8|25/10/1978|25/10/1978|GJ 277B            |112.9896 +36.2305|A|13.380|11.795| 484710| 36627
Wly   277B|   1|7.4733|7.4733|7.4733|0.0000|  0.00|   105.4|   105.4|28/11/1979|28/11/1979|GJ 277B            |112.9896 +36.2305|A|13.380|11.795| 484710| 36627
Wly   281 |   2|1.7143|1.7425|1.7284|0.0199|  1.15|   260.1|   295.8|23/11/1979| 9/ 2/1980|GJ 281             |114.8464 +02.1843|A|11.048| 9.646|1124811| 37288
Wly   285 |   3|3.9356|7.5736|5.7417|1.8191| 31.68|   104.8|   495.9|27/11/1979|17/12/1979|GJ 285             |116.1682 +03.5535|A|12.779|11.180|1125511| 37766
Wly   287 |   1|1.3538|1.3538|1.3538|0.0000|  0.00|   985.1|   985.1|11/12/1978|11/12/1978|GJ 287             |116.2548 +02.1379|A|11.527|10.176|1125553| 37798
Wly   287 |   1|1.4255|1.4255|1.4255|0.0000|  0.00|   225.5|   225.5|23/11/1979|23/11/1979|GJ 287             |116.2548 +02.1379|A|11.527|10.176|1125553| 37798
Wly   322 |   1|1.9539|1.9539|1.9539|0.0000|  0.00|  1661.5|  1661.5|26/10/1978|26/10/1978|GJ 322             |133.0009 +66.1313|A|10.581| 9.260|  79317| 43534
Wly   322 |   1|1.4863|1.4863|1.4863|0.0000|  0.00|   316.9|   316.9|10/ 2/1980|10/ 2/1980|GJ 322             |133.0009 +66.1313|A|10.581| 9.260|  79317| 43534
Wly   325B|   2|1.1593|1.7721|1.4657|0.4333| 29.56|   838.0|  1245.7|26/10/1978|13/12/1978|GJ 325B            |133.8636 +70.7949|A|10.381| 8.940|  28046|
Wly   328 |   1|1.1345|1.1345|1.1345|0.0000|  0.00|   261.5|   261.5|28/11/1979|28/11/1979|GJ 328             |133.7816 +01.5490|A|11.360| 9.975|1131070| 43790
Wly   335B|   1|1.3527|1.3527|1.3527|0.0000|  0.00|  1061.9|  1061.9|26/10/1978|26/10/1978|GJ 335B            |137.5979 +67.1352|A|      | 8.843|  79643| 45038
Wly   336 |   1|1.0423|1.0423|1.0423|0.0000|  0.00|   366.7|   366.7| 9/ 2/1980| 9/ 2/1980|GJ 336             |137.3785 +32.8208|A|11.342| 9.965| 581974| 44955
Wly   353 |   1|1.8127|1.8127|1.8127|0.0000|  0.00|   180.8|   180.8|10/ 2/1980|10/ 2/1980|GJ 353             |142.9854 +36.3215|A|11.660|10.175| 489608| 46769
Wly   393 |   1|1.0345|1.0345|1.0345|0.0000|  0.00|   246.2|   246.2| 9/ 2/1980| 9/ 2/1980|GJ 393             |157.2329 +00.8428|A|11.148| 9.630|1135308| 51317
Wly   394 |   1|1.6875|1.6875|1.6875|0.0000|  0.00|   262.3|   262.3| 2/ 5/1978| 2/ 5/1978|GJ 394             |157.6062 +55.9992|A|10.042| 8.725| 189535|
Wly   397 |   1|1.6766|1.6766|1.6766|0.0000|  0.00|   212.5|   212.5| 2/ 5/1978| 2/ 5/1978|GJ 397             |157.8529 +45.5275|A|10.337| 8.858| 327855| 51525
Wly   400A|   1|1.9558|1.9558|1.9558|0.0000|  0.00|   246.4|   246.4| 2/ 5/1978| 2/ 5/1978|GJ 400A            |161.3396 +38.5114|A|10.743| 9.268| 491679| 52600
Wly   426B|   1|1.9541|1.9541|1.9541|0.0000|  0.00|   116.0|   116.0| 9/ 2/1980| 9/ 2/1980|GJ 426B            |170.4549 +18.1913|A|      |11.128| 865496| 55486
Wly   441 |   1|1.0820|1.0820|1.0820|0.0000|  0.00|   210.5|   210.5| 3/ 5/1978| 3/ 5/1978|GJ 441             |176.4838 +72.0955|A| 9.989| 8.841|  34101| 57387
Wly   450 |   1|1.7715|1.7715|1.7715|0.0000|  0.00|   284.0|   284.0|10/ 2/1980|10/ 2/1980|GJ 450             |177.7814 +35.2714|A|11.231| 9.742| 493254| 57802
Wly   471 |   1|2.0207|2.0207|2.0207|0.0000|  0.00|   606.7|   606.7|30/ 5/1979|30/ 5/1979|GJ 471             |187.8174 +08.8119|A|11.178| 9.726|1043799| 61094
Wly   480 |   2|1.0638|1.2818|1.1728|0.1541| 13.14|   125.5|   155.8|26/ 1/1979|30/ 5/1979|GJ 480             |189.7214 +11.6968|A|12.960|11.478| 954292| 61706
Wly   485 |   1|1.7494|1.7494|1.7494|0.0000|  0.00|   327.5|   327.5| 9/ 2/1980| 9/ 2/1980|GJ 485             |191.8337 +31.2142|A|11.127| 9.850| 588020| 62406
Wly   490A|   1|7.2136|7.2136|7.2136|0.0000|  0.00|   117.4|   117.4| 2/ 5/1978| 2/ 5/1978|GJ 490A            |194.4185 +35.2254|A|11.990|10.557| 494777| 63253
Wly   494 |   2|8.8021|9.5825|9.1923|0.5518|  6.00|   684.9|   756.5|26/ 1/1979|12/ 5/1979|GJ 494             |195.1956 +12.3758|A|11.198| 9.758| 954910| 63510
Wly   505B|   1|1.3694|1.3694|1.3694|0.0000|  0.00|   133.8|   133.8|14/ 6/1978|14/ 6/1978|GJ 505B            |199.2131 +17.0173|A|10.594| 9.362| 868576| 64797
Wly   505B|   2|1.3652|1.5109|1.4381|0.1030|  7.16|   587.6|   680.3|20/ 4/1979|11/ 5/1979|GJ 505B            |199.2131 +17.0173|A|10.594| 9.362| 868576| 64797
Wly   507A|   1|1.4646|1.4646|1.4646|0.0000|  0.00|   190.4|   190.4| 2/ 5/1978| 2/ 5/1978|GJ 507A            |199.8888 +35.1120|A|10.951| 9.484| 495287| 65011
Wly   507A|   2|1.2660|1.5199|1.3930|0.1795| 12.89|   383.1|   482.2|20/ 4/1979|11/ 5/1979|GJ 507A            |199.8888 +35.1120|A|10.951| 9.484| 495287| 65011
Wly   514 |   1|1.0089|1.0089|1.0089|0.0000|  0.00|   297.7|   297.7|14/ 6/1978|14/ 6/1978|GJ 514             |202.4963 +10.3798|A|10.546| 9.067| 955736| 65859
Wly   514 |   1|1.1572|1.1572|1.1572|0.0000|  0.00|   568.5|   568.5|11/ 5/1979|11/ 5/1979|GJ 514             |202.4963 +10.3798|A|10.546| 9.067| 955736| 65859
